O	0.00000000	0.00000000	0.00000000
Re	0.00000000	0.00000000	2.11489000
O	2.11444947	0.00000000	2.34744812
O	-0.04018743	-0.00000603	4.25965849
O	-5.01036058	-0.00001137	1.90345087
Re	-3.97189559	-0.00001064	3.50658352
O	-5.54627086	-0.00001955	4.81072738
O	-2.81732579	-0.00001573	5.22365056
O	-2.11738160	-0.00000591	1.90980978
end
